Περιοχή,ΤΚ,"Νέες συνδέσεις","Μήνας σύνδεσης"
ΣΩΡΟΥ,15126,1,06/2024
ΜΕΛΙΣΣΙΑ,15127,2,06/2024
ΧΑΛΑΝΔΡΙ,15231,3,06/2024
ΧΑΛΑΝΔΡΙ,15232,3,06/2024
ΧΑΛΑΝΔΡΙ,15233,12,06/2024
ΧΑΛΑΝΔΡΙ,15234,1,06/2024
ΧΑΛΑΝΔΡΙ,15235,1,06/2024
ΠΕΝΤΕΛΗ,15236,3,06/2024
ΦΙΛΟΘΕΗ,15237,1,06/2024
ΠΑΤΗΜΑ,15238,3,06/2024
"ΝΕΑ ΖΩΗ",15341,1,06/2024
ΚΟΝΤΟΠΕΥΚΟ,15343,2,06/2024
ΠΕΥΚΑΚΙΑ,15343,9,06/2024
ΓΕΡΑΚΑΣ,15344,2,06/2024
ΚΑΝΤΖΑ,15351,5,06/2024
ΠΑΛΛΗΝΗ,15351,1,06/2024
"ΓΛΥΚΑ ΝΕΡΑ",15354,2,06/2024
"ΝΕΟ ΨΥΧΙΚΟ",15451,5,06/2024
ΨΥΧΙΚΟ,15452,8,06/2024
ΧΟΛΑΡΓΟΣ,15562,1,06/2024
ΠΑΠΑΓΟΣ,15669,7,06/2024
ΖΩΓΡΑΦΟΥ,15771,1,06/2024
ΚΑΙΣΑΡΙΑΝΗ,16121,1,06/2024
ΚΑΙΣΑΡΙΑΝΗ,16122,2,06/2024
ΑΝΑΛΗΨΗ,16231,1,06/2024
ΒΥΡΩΝΑΣ,16232,2,06/2024
ΜΕΤΑΜΟΡΦΩΣΗ,16232,4,06/2024
"ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ",16233,1,06/2024
ΗΛΙΟΥΠΟΛΗ,16341,3,06/2024
"ΑΓ. ΜΑΡΙΝΑ",16343,2,06/2024
ΗΛΙΟΥΠΟΛΗ,16343,1,06/2024
"ΑΓ. ΜΑΡΙΝΑ",16344,1,06/2024
"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ",16345,1,06/2024
"ΑΓ. ΜΑΡΙΝΑ",16345,1,06/2024
"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ",16346,2,06/2024
ΗΛΙΟΥΠΟΛΗ,16346,2,06/2024
ΑΡΓΥΡΟΥΠΟΛΗ,16451,1,06/2024
ΑΡΓΥΡΟΥΠΟΛΗ,16452,3,06/2024
ΧΑΣΑΝΙ,16452,2,06/2024
ΚΑΦΕΠΩΛΕΣ,16561,1,06/2024
ΤΕΡΨΙΘΕΑ,16561,8,06/2024
ΓΛΥΦΑΔΑ,16562,5,06/2024
ΤΕΡΨΙΘΕΑ,16562,9,06/2024
ΒΟΥΛΙΑΓΜΕΝΗ,16671,3,06/2024
ΑΣΥΡΜΑΤΟΣ,16672,2,06/2024
ΒΑΡΚΙΖΑ,16672,2,06/2024
ΒΟΥΛΑ,16673,3,06/2024
ΔΙΚΗΓΟΡΙΚΑ,16673,2,06/2024
ΚΑΛΥΜΝΙΩΝ,16673,42,06/2024
ΠΑΝΟΡΑΜΑ,16673,6,06/2024
ΠΗΓΑΔΑΚΙΑ,16673,1,06/2024
ΓΛΥΦΑΔΑ,16674,4,06/2024
ΚΑΡΒΕΛΑΣ,16674,10,06/2024
ΣΟΥΡΜΕΝΑ,16777,1,06/2024
"ΝΕΑ ΣΜΥΡΝΗ",17121,1,06/2024
"ΝΕΑ ΣΜΥΡΝΗ",17123,1,06/2024
"ΝΕΑ ΣΜΥΡΝΗ",17124,8,06/2024
ΔΑΦΝΗ,17234,2,06/2024
"ΑΓ. ΒΑΡΒΑΡΑ",17235,1,06/2024
ΧΑΡΑΥΓΗ,17236,2,06/2024
ΔΑΦΝΗ,17237,2,06/2024
ΥΜΗΤΤΟΣ,17237,2,06/2024
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17341,1,06/2024
ΑΣΥΡΜΑΤΟΣ,17341,3,06/2024
ΣΑΡΩΝΙΚΟΣ,17341,3,06/2024
"ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ",17342,3,06/2024
ΣΟΥΛΙ,17342,1,06/2024
ΑΛΙΜΟΣ,17455,7,06/2024
ΚΑΛΑΜΑΚΙ,17455,41,06/2024
"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ",17456,1,06/2024
ΕΚΤΕΛΩΝΙΣΤΩΝ,17456,6,06/2024
ΕΦΟΡΙΑΚΩΝ,17456,1,06/2024
ΚΥΘΗΡΙΩΝ,17456,5,06/2024
ΤΡΑΥΜΑΤΙΩΝ,17456,1,06/2024
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17561,11,06/2024
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17562,7,06/2024
ΑΜΦΙΘΕΑ,17563,9,06/2024
ΚΑΛΛΙΘΕΑ,17671,1,06/2024
"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ",17671,2,06/2024
ΠΑΝΤΕΙΟΣ,17671,2,06/2024
ΧΑΡΟΚΟΠΟΥ,17671,1,06/2024
ΤΖΙΤΖΙΦΙΕΣ,17673,1,06/2024
ΤΖΙΤΖΙΦΙΕΣ,17674,1,06/2024
"ΑΓ. ΕΛΕΟΥΣΑ",17675,1,06/2024
ΤΑΥΡΟΣ,17778,9,06/2024
"ΑΓ. ΒΑΡΒΑΡΑ",18120,12,06/2024
ΠΕΡΙΒΟΛΑΚΙ,18120,1,06/2024
"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ",18120,1,06/2024
ΤΑΞΙΑΡΧΕΣ,18121,3,06/2024
"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ",18122,1,06/2024
ΚΟΡΥΔΑΛΛΟΣ,18122,1,06/2024
ΣΧΙΣΤΟ,18122,1,06/2024
"ΑΓ. ΑΝΝΑ",18233,1,06/2024
ΑΠΟΛΛΩΝ,18233,1,06/2024
ΜΕΤΑΜΟΡΦΩΣΗ,18344,1,06/2024
ΓΗΠΕΔΟ,18345,1,06/2024
ΜΕΤΑΜΟΡΦΩΣΗ,18345,1,06/2024
ΛΑΧΑΝΑΓΟΡΑ,18346,5,06/2024
ΓΕΦΥΡΑ,18450,1,06/2024
"ΟΣΙΑ ΞΕΝΗ",18450,1,06/2024
ΧΑΛΚΗΔΟΝΑ,18450,1,06/2024
"ΟΣΙΑ ΞΕΝΗ",18451,2,06/2024
ΧΑΛΚΗΔΟΝΑ,18451,1,06/2024
ΝΕΑΠΟΛΗ,18452,4,06/2024
"ΑΓ. ΝΙΚΟΛΑΟΣ",18453,1,06/2024
"ΑΣΠΡΑ ΧΩΜΑΤΑ",18454,1,06/2024
"ΛΑΚΚΑ ΒΑΒΟΥΛΑ",18532,32,06/2024
ΚΑΣΤΕΛΛΑ,18533,1,06/2024
ΜΥΡΤΙΔΙΩΤΙΣΣΑ,18533,1,06/2024
ΠΑΡΑΣΚΕΥΑ,18534,1,06/2024
ΚΕΝΤΡΟ,18536,1,06/2024
"ΑΓ. ΝΕΙΛΟΣ",18538,2,06/2024
"ΒΑΣ. ΠΕΡΙΠΤΕΡΟ",18538,1,06/2024
ΚΑΜΙΝΙΑ,18541,1,06/2024
"Π. ΚΟΚΚΙΝΙΑ",18542,1,06/2024
"ΑΓ. ΣΟΦΙΑ",18543,11,06/2024
ΜΑΝΙΑΤΙΚΑ,18544,2,06/2024
ΠΑΠΑΣΤΡΑΤΟΥ,18545,1,06/2024
"ΑΓ. ΣΟΦΙΑ",18546,1,06/2024
ΜΑΝΙΑΤΙΚΑ,18546,2,06/2024
ΔΡΑΠΕΤΣΩΝΑ,18648,4,06/2024
ΑΝΑΣΤΑΣΗ,18755,3,06/2024
ΕΥΓΕΝΕΙΑ,18755,4,06/2024
"ΑΓ. ΓΕΩΡΓΙΟΣ",18756,2,06/2024
ΤΑΜΠΟΥΡΙΑ,18756,5,06/2024
ΑΜΦΙΑΛΗ,18757,9,06/2024
ΚΕΡΑΤΣΙΝΙ,18757,7,06/2024
ΚΟΚΚΙΝΟΒΡΑΧΟΣ,18757,2,06/2024
ΧΑΛΚΗΔΩΝ,18757,1,06/2024
"ΑΓ. ΑΝΤΩΝΙΟΣ",18758,7,06/2024
"ΑΓ. ΜΗΝΑΣ",18758,4,06/2024
ΑΜΦΙΑΛΗ,18758,1,06/2024
ΜΠΛΑΖΑΚΗ,18863,12,06/2024
ΠΑΠΑΔΟΠΟΥΛΟΥ,18863,2,06/2024
ΠΕΡΑΜΑ,18863,1,06/2024
ΒΑΣΙΛΙΚΑ,18900,1,06/2024
"ΜΠΛΕ ΛΙΜΑΝΙ",18900,1,06/2024
ΠΑΛΟΥΚΙΑ,18901,1,06/2024
"ΑΙΑΝΤΕΙΟ ΜΑΙΝΕΜΕΝΗ",18903,1,06/2024
"ΑΙΑΝΤΕΙΟ ΝΑΤΟ",18903,1,06/2024
ΠΕΡΑΝΙ,18903,1,06/2024
"ΝΕΑ ΠΕΡΑΜΟΣ",19006,1,06/2024
ΠΑΡΑΛΙΑ,19010,1,06/2024
ΜΑΓΟΥΛΑ,19018,9,06/2024
"ΓΕΡΜΑΝΙΚΟΣ ΔΡΟΜΟΣ ΒΟΡΕΙΟ",19100,3,06/2024
"ΜΕΓΑΡΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ",19100,10,06/2024
ΕΛΕΥΣΙΝΑ,19200,4,06/2024
ΑΣΠΡΟΠΥΡΓΟΣ,19300,4,06/2024
ΓΕΡΜΑΝΙΚΑ,19300,1,06/2024
"ΝΕΑ ΖΩΗ",19300,1,06/2024
ΠΑΡΑΛΙΑ,19300,1,06/2024
ΣΙΔΕΡΑ,19300,1,06/2024
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13561,1,07/2023
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13562,3,07/2023
"ΑΓ. ΑΝΝΑ",13675,1,07/2023
"ΑΓ. ΑΝΝΑ",18233,1,07/2023
"ΑΓ. ΑΝΤΩΝΙΟΣ",18757,1,07/2023
"ΑΓ. ΑΝΤΩΝΙΟΣ",18758,2,07/2023
"ΑΓ. ΒΑΡΒΑΡΑ",17235,1,07/2023
"ΑΓ. ΓΕΩΡΓΙΟΣ",18120,1,07/2023
"ΑΓ. ΓΕΩΡΓΙΟΣ",18755,4,07/2023
"ΑΓ. ΓΕΩΡΓΙΟΣ",18756,2,07/2023
"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ",12461,2,07/2023
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17341,2,07/2023
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17343,1,07/2023
"ΑΓ. ΘΩΜΑΣ",15124,4,07/2023
"ΑΓ. Ι. ΡΕΝΤΗΣ",18233,1,07/2023
"ΑΓ. ΙΕΡΟΘΕΟΣ",12137,4,07/2023
"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ",16346,2,07/2023
"ΑΓ. ΜΑΡΙΝΑ",16343,1,07/2023
"ΑΓ. ΜΑΡΙΝΑ",16344,2,07/2023
"ΑΓ. ΜΑΡΙΝΑ",16345,1,07/2023
"ΑΓ. ΜΑΥΡΑ",13672,2,07/2023
"ΑΓ. ΜΗΝΑΣ",18758,3,07/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",13451,3,07/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",16674,1,07/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",18450,5,07/2023
"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ",10439,1,07/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15342,2,07/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15343,1,07/2023
"ΑΓ. ΠΑΥΛΟΣ",10439,1,07/2023
"ΑΓ. ΠΕΤΡΟΣ",13675,2,07/2023
"ΑΓ. ΣΟΦΙΑ",18545,1,07/2023
ΑΓΓΕΛΟΠΟΥΛΟΥ,11251,1,07/2023
ΑΓΡΙΛΙΟΣ,17342,1,07/2023
ΑΔΑΜΕΣ,14564,1,07/2023
ΑΘΗΝΑ,10674,1,07/2023
ΑΙΑΝΤΕΙΟ,18903,1,07/2023
"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ",10441,2,07/2023
ΑΛΩΝΙΑ,14562,4,07/2023
ΑΜΠΕΛΟΚΗΠΟΙ,11523,10,07/2023
ΑΜΠΕΛΟΚΗΠΟΙ,11527,15,07/2023
ΑΜΦΙΑΛΗ,18757,1,07/2023
ΑΜΦΙΘΕΑ,17563,1,07/2023
ΑΝΑΓΕΝΝΗΣΗ,12243,1,07/2023
ΑΝΑΚΑΣΑ,13562,5,07/2023
ΑΝΑΛΗΨΗ,18452,1,07/2023
ΑΝΘΕΩΝ,17343,4,07/2023
ΑΝΘΟΥΠΟΛΗ,12135,1,07/2023
ΑΝΟΙΞΗ,17342,2,07/2023
"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ",18121,2,07/2023
"ΑΝΩ ΚΥΨΕΛΗ",11363,5,07/2023
"ΑΝΩ ΚΥΨΕΛΗ",11364,1,07/2023
"ΑΝΩ ΠΑΤΗΣΙΑ",11143,1,07/2023
"ΑΝΩ ΠΕΤΡΑΛΩΝΑ",11851,1,07/2023
ΑΠΟΛΛΩΝ,18233,4,07/2023
"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ",12241,3,07/2023
ΑΡΓΥΡΟΥΠΟΛΗ,16452,3,07/2023
ΑΡΜΕΝΙΚΑ,18450,1,07/2023
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12135,2,07/2023
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12137,2,07/2023
ΑΣΤΥΝΟΜΙΚΑ,16342,1,07/2023
ΑΣΥΡΜΑΤΟΣ,16672,1,07/2023
ΑΣΥΡΜΑΤΟΣ,17341,2,07/2023
ΒΑΘΗΣ,10438,12,07/2023
ΒΟΣΠΟΡΟΣ,16561,4,07/2023
ΒΟΣΠΟΡΟΣ,16675,11,07/2023
ΒΟΥΛΑ,16673,2,07/2023
ΒΟΥΛΙΑΓΜΕΝΗ,16671,1,07/2023
ΒΥΡΩΝΑΣ,16231,2,07/2023
ΒΥΡΩΝΑΣ,16232,1,07/2023
"Γ ΝΕΚΡΟΤΑΦΕΙΟ",18121,1,07/2023
ΓΕΡΑΚΑΣ,15344,6,07/2023
ΓΕΡΟΒΟΥΝΟ,13451,1,07/2023
"ΓΛΥΚΑ ΝΕΡΑ",15354,2,07/2023
ΓΛΥΦΑΔΑ,16561,3,07/2023
ΓΛΥΦΑΔΑ,16562,7,07/2023
ΓΛΥΦΑΔΑ,16674,5,07/2023
ΓΛΥΦΑΔΑ,16675,18,07/2023
ΓΟΥΒΑ,11631,12,07/2023
ΔΑΣΟΣ,12462,4,07/2023
"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ",12242,1,07/2023
ΔΙΚΗΓΟΡΙΚΑ,16673,3,07/2023
ΔΡΑΠΕΤΣΩΝΑ,18648,4,07/2023
"ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ",17342,9,07/2023
ΕΛΕΥΣΙΝΑ,19200,3,07/2023
ΕΛΗΑ,17343,2,07/2023
ΕΛΛΗΝΙΚΟ,16777,1,07/2023
ΕΥΓΕΝΕΙΑ,18755,1,07/2023
ΖΕΦΥΡΙ,13461,1,07/2023
ΖΩΓΡΑΦΟΥ,15771,1,07/2023
ΖΩΓΡΑΦΟΥ,15772,3,07/2023
ΖΩΓΡΑΦΟΥ,15773,12,07/2023
ΗΛΙΑΚΤΗ,18900,1,07/2023
ΗΛΙΟΥΠΟΛΗ,16341,1,07/2023
ΗΛΙΟΥΠΟΛΗ,16344,2,07/2023
ΗΛΙΟΥΠΟΛΗ,16345,1,07/2023
ΗΡΑΚΛΕΙΟ,14121,3,07/2023
ΗΡΑΚΛΕΙΟ,14122,3,07/2023
ΘΗΣΕΙΟ,11851,3,07/2023
ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,13676,3,07/2023
ΙΕΡΑΠΟΛΗ,12244,2,07/2023
ΙΛΙΟΝ,13121,2,07/2023
ΙΛΙΟΝ,13122,5,07/2023
ΙΛΙΟΝ,13123,1,07/2023
ΙΛΙΣΙΑ,11528,6,07/2023
ΚΑΛΑΜΑΚΙ,17455,12,07/2023
ΚΑΛΛΙΘΕΑ,17673,2,07/2023
ΚΑΛΛΙΘΕΑ,17676,5,07/2023
ΚΑΛΛΙΠΟΛΗ,18539,6,07/2023
ΚΑΛΟΓΡΕΖΑ,14234,1,07/2023
ΚΑΛΟΓΡΕΖΑ,14235,1,07/2023
ΚΑΛΥΜΝΙΩΝ,16673,8,07/2023
ΚΑΜΑΤΕΡΟ,13451,5,07/2023
ΚΑΜΕΝΑ,18452,1,07/2023
ΚΑΝΤΖΑ,15351,2,07/2023
ΚΑΡΒΕΛΑΣ,16674,2,07/2023
ΚΑΣΤΕΛΛΑ,18533,1,07/2023
"ΚΑΤΩ ΚΗΦΙΣΙΑ",14561,1,07/2023
"ΚΑΤΩ ΠΑΤΗΣΙΑ",11145,2,07/2023
"ΚΑΤΩ ΧΑΛΑΝΔΡΙ",15231,1,07/2023
ΚΕΝΤΡΟ,10437,1,07/2023
ΚΕΝΤΡΟ,10551,1,07/2023
ΚΕΝΤΡΟ,10562,3,07/2023
ΚΕΝΤΡΟ,10563,1,07/2023
ΚΕΝΤΡΟ,10671,8,07/2023
ΚΕΝΤΡΟ,10678,1,07/2023
ΚΕΝΤΡΟ,18535,1,07/2023
ΚΕΝΤΡΟ,18536,1,07/2023
ΚΗΠΟΥΠΟΛΗ,13231,1,07/2023
ΚΗΦΙΣΙΑ,14561,1,07/2023
ΚΗΦΙΣΙΑ,14563,1,07/2023
"ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ",14564,1,07/2023
ΚΟΚΚΙΝΟΒΡΑΧΟΣ,18757,3,07/2023
ΚΟΚΚΙΝΟΠΟΥΛΟΥ,13561,2,07/2023
ΚΟΛΟΚΥΝΘΟΥ,10442,2,07/2023
ΚΟΛΟΚΥΝΘΟΥ,12132,1,07/2023
ΚΟΛΩΝΑΚΙ,10675,1,07/2023
ΚΟΛΩΝΟΣ,10444,47,07/2023
ΚΟΝΤΟΠΕΥΚΟ,15343,2,07/2023
ΚΟΡΥΔΑΛΛΟΣ,18121,2,07/2023
ΚΡΑΤΙΚΟ,18454,1,07/2023
ΚΥΘΗΡΙΩΝ,17456,1,07/2023
ΚΥΠΡΙΑΔΟΥ,11141,11,07/2023
ΛΑΘΕΑ,13678,2,07/2023
ΛΑΜΠΡΙΝΗ,11142,2,07/2023
ΛΑΧΑΝΑΓΟΡΑ,18346,4,07/2023
ΛΙΟΥΜΗ,12243,3,07/2023
ΛΥΚΟΒΡΥΣΗ,14123,11,07/2023
ΛΥΚΟΤΡΥΠΑ,13671,2,07/2023
ΜΑΓΟΥΛΑ,19018,1,07/2023
ΜΑΝΙΑΤΙΚΑ,18546,1,07/2023
ΜΑΡΟΥΣΙ,15122,5,07/2023
ΜΑΡΟΥΣΙ,15124,6,07/2023
ΜΑΡΟΥΣΙ,15125,1,07/2023
ΜΕΛΙΣΣΙΑ,15127,8,07/2023
ΜΕΣΟΝΥΧΙ,13675,2,07/2023
ΜΕΤΑΜΟΡΦΩΣΗ,14451,1,07/2023
ΜΕΤΑΜΟΡΦΩΣΗ,14452,2,07/2023
ΜΕΤΑΞΟΥΡΓΕΙΟ,10436,1,07/2023
ΜΙΧΕΛΗ,13123,2,07/2023
ΜΟΣΧΑΤΟ,18346,1,07/2023
ΜΠΟΣΚΙΖΑ,13679,1,07/2023
ΜΠΟΥΡΝΑΖΙ,12133,2,07/2023
"Ν. ΜΑΡΟΥΣΙ",15126,1,07/2023
"Ν. ΟΛΥΜΠΙΑ",13451,1,07/2023
"ΝΕΑ ΙΩΝΙΑ",14231,6,07/2023
"ΝΕΑ ΙΩΝΙΑ",14233,1,07/2023
"ΝΕΑ ΚΗΦΙΣΙΑ",14564,6,07/2023
"ΝΕΑ ΚΥΨΕΛΗ",11363,2,07/2023
"ΝΕΑ ΛΕΣΒΟΣ",15126,9,07/2023
"ΝΕΑ ΠΕΝΤΕΛΗ",15236,1,07/2023
"ΝΕΑ ΣΜΥΡΝΗ",17123,2,07/2023
"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ",14341,1,07/2023
ΝΕΑΠΟΛΗ,10680,6,07/2023
ΝΕΑΠΟΛΗ,13672,1,07/2023
ΝΕΑΠΟΛΗ,13674,1,07/2023
ΝΕΑΠΟΛΗ,13675,1,07/2023
ΝΕΑΠΟΛΗ,18452,2,07/2023
"ΝΕΟ ΦΑΛΗΡΟ",18547,1,07/2023
"ΝΕΟ ΨΥΧΙΚΟ",15451,3,07/2023
ΝΗΣΑΚΙ,16343,2,07/2023
ΝΙΚΑΙΑ,18451,2,07/2023
ΝΤΑΜΑΡΑΚΙΑ,12244,3,07/2023
ΞΕΝΟ,18900,1,07/2023
ΟΔΗΓΗΤΡΙΑ,18543,1,07/2023
ΠΑΓΚΡΑΤΙ,11633,10,07/2023
ΠΑΓΚΡΑΤΙ,11635,1,07/2023
"ΠΑΛ. ΜΕΝΙΔΙ",13673,1,07/2023
"ΠΑΛ. ΜΕΝΙΔΙ",13674,2,07/2023
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17561,1,07/2023
ΠΑΛΑΤΙΑΝΗ,13121,7,07/2023
ΠΑΛΑΤΙΑΝΗ,13122,1,07/2023
ΠΑΝΟΡΑΜΑ,13679,1,07/2023
ΠΑΝΟΡΑΜΑ,16673,4,07/2023
ΠΑΠΑΓΟΣ,15669,2,07/2023
ΠΑΠΑΔΟΠΟΥΛΟΥ,18863,6,07/2023
ΠΑΠΑΣΤΡΑΤΟΥ,18545,1,07/2023
ΠΑΡΑΔΕΙΣΟΣ,15125,8,07/2023
ΠΑΡΑΔΕΙΣΟΣ,15126,1,07/2023
ΠΑΡΑΛΙΑ,18344,3,07/2023
ΠΑΤΗΜΑ,15238,6,07/2023
"ΠΕΔΙΟΝ ΑΡΕΩΣ",11474,1,07/2023
ΠΕΙΡΑΙΚΗ,18539,2,07/2023
ΠΕΝΤΕΛΗ,15236,1,07/2023
ΠΕΡΑΜΑ,18863,1,07/2023
ΠΕΡΙΣΣΟΣ,14232,1,07/2023
ΠΕΡΙΣΤΕΡΙ,12131,16,07/2023
ΠΕΡΙΣΤΕΡΙ,12132,2,07/2023
ΠΕΡΙΣΤΕΡΙ,12136,12,07/2023
ΠΕΡΙΣΤΕΡΙ,12137,4,07/2023
ΠΕΡΙΣΤΕΡΙΑ,18903,1,07/2023
ΠΕΤΡΟΥΠΟΛΗ,13231,6,07/2023
ΠΕΤΡΟΥΠΟΛΗ,13232,7,07/2023
ΠΕΥΚΑΚΙΑ,15343,5,07/2023
ΠΛΑΚΑ,10556,2,07/2023
ΠΛΑΚΑ,10557,1,07/2023
ΠΛΑΚΑ,10558,1,07/2023
ΠΛΑΚΑ,10563,5,07/2023
"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ",18120,1,07/2023
"ΠΛΑΤΕΙΑ ΚΟΛΙΑΤΣΟΥ",11255,1,07/2023
"ΠΡΟΦ. ΗΛΙΑΣ",18863,3,07/2023
ΡΑΔΙΟΦΩΝΙΑ,13122,1,07/2023
ΡΕΣΤΗ,18900,2,07/2023
ΣΑΡΩΝΙΚΟΣ,17343,1,07/2023
ΣΕΛΗΝΙΑ,18902,8,07/2023
ΣΕΠΟΛΙΑ,10443,2,07/2023
ΣΟΥΡΜΕΝΑ,16777,1,07/2023
ΣΤΑΜΑΤΑΚΗ,18233,1,07/2023
"ΣΥΝ ΚΑΡΠΑΘΙΩΝ",15126,1,07/2023
ΤΕΡΨΙΘΕΑ,16561,4,07/2023
ΤΕΡΨΙΘΕΑ,16562,8,07/2023
ΤΕΡΨΙΘΕΑ,18535,2,07/2023
ΤΟΥΡΚΟΛΙΜΑΝΟ,18533,1,07/2023
ΤΣΑΜΗ,18900,1,07/2023
ΥΜΗΤΤΟΣ,17237,1,07/2023
ΦΙΛΟΘΕΗ,15237,2,07/2023
ΦΙΛΟΠΑΠΠΟΥ,11741,2,07/2023
ΧΑΙΔΑΡΙ,12461,4,07/2023
ΧΑΛΑΝΔΡΙ,15231,3,07/2023
ΧΑΛΑΝΔΡΙ,15232,4,07/2023
ΧΑΛΑΝΔΡΙ,15233,6,07/2023
ΧΑΛΑΝΔΡΙ,15234,5,07/2023
ΧΑΛΚΗΔΩΝ,18756,1,07/2023
ΧΑΛΚΗΔΩΝ,18757,1,07/2023
ΧΑΡΑΥΓΗ,13673,2,07/2023
ΧΑΣΑΝΙ,16777,1,07/2023
ΧΟΛΑΡΓΟΣ,15561,13,07/2023
ΧΟΛΑΡΓΟΣ,15562,3,07/2023
ΨΥΡΡΗ,10554,1,07/2023
ΨΥΧΙΚΟ,15452,3,07/2023
ΚΕΝΤΡΟ,10432,1,07/2024
"ΠΛΑΤΕΙΑ ΒΙΚΤΩΡΙΑΣ",10433,1,07/2024
ΜΕΤΑΞΟΥΡΓΕΙΟ,10435,1,07/2024
ΜΕΤΑΞΟΥΡΓΕΙΟ,10436,1,07/2024
"ΑΓ. ΠΑΥΛΟΣ",10439,1,07/2024
"ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ",10440,1,07/2024
"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ",10441,2,07/2024
ΚΟΛΟΚΥΝΘΟΥ,10442,2,07/2024
ΚΟΛΟΚΥΝΘΟΥ,10443,3,07/2024
ΚΟΛΩΝΟΣ,10444,4,07/2024
"ΚΑΤΩ ΠΑΤΗΣΙΑ",10445,1,07/2024
"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ",10445,2,07/2024
"ΤΡΕΙΣ ΓΕΦΥΡΕΣ",10445,1,07/2024
"ΠΡΟΦ. ΔΑΝΙΗΛ",10447,3,07/2024
ΚΕΝΤΡΟ,10552,2,07/2024
ΨΥΡΡΗ,10554,2,07/2024
ΠΛΑΚΑ,10555,3,07/2024
ΚΕΝΤΡΟ,10559,1,07/2024
ΚΕΝΤΡΟ,10560,1,07/2024
ΚΕΝΤΡΟ,10561,1,07/2024
ΚΕΝΤΡΟ,10562,2,07/2024
ΚΕΝΤΡΟ,10563,1,07/2024
ΚΟΛΩΝΑΚΙ,10672,1,07/2024
ΚΟΛΩΝΑΚΙ,10676,2,07/2024
ΚΕΝΤΡΟ,10677,1,07/2024
ΚΕΝΤΡΟ,10679,1,07/2024
ΜΟΥΣΕΙΟ,10682,1,07/2024
"ΑΓ. ΕΛΕΥΘΕΡΙΟΣ",11145,1,07/2024
"ΤΡΕΙΣ ΓΕΦΥΡΕΣ",11145,1,07/2024
ΓΑΛΑΤΣΙ,11146,1,07/2024
ΓΑΛΑΤΣΙ,11147,1,07/2024
ΑΓΓΕΛΟΠΟΥΛΟΥ,11251,1,07/2024
"ΑΓ. ΝΙΚΟΛΑΟΣ",11253,1,07/2024
ΚΥΨΕΛΗ,11362,1,07/2024
"ΝΕΑ ΚΥΨΕΛΗ",11363,1,07/2024
"ΑΓ. ΖΩΝΗ",11364,1,07/2024
ΝΕΑΠΟΛΗ,11471,3,07/2024
ΝΕΑΠΟΛΗ,11472,2,07/2024
"ΝΕΑ ΚΥΨΕΛΗ",11476,5,07/2024
ΑΒΕΡΩΦ,11522,2,07/2024
ΕΛΛΗΝΟΡΩΣΩΝ,11525,6,07/2024
"ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ",11526,1,07/2024
ΑΜΠΕΛΟΚΗΠΟΙ,11527,1,07/2024
